District,Temperature,Humidity,Pressure,WindSpeed,Precipitation,CloudCover,DayOfYear,MonsoonPhase,Weather
Kottayam,27.16,71.91,1009.35,10.46,1.93,87.36,316,NorthEast Monsoon,Cloudy
Kasaragod,32.04,87.68,1015.29,11.31,1.53,39.81,279,NorthEast Monsoon,Cloudy
Malappuram,27.08,81.06,1008.49,11.45,3.08,36.59,259,SouthWest Monsoon,Cloudy
Thiruvananthapuram,26.32,79.0,1011.26,17.18,2.98,75.06,303,NorthEast Monsoon,Cloudy
Kozhikode,29.14,72.39,1004.17,13.93,12.14,80.42,262,SouthWest Monsoon,Rainy
Ernakulam,31.45,82.06,1005.22,12.37,12.56,56.47,220,SouthWest Monsoon,Rainy
Alappuzha,29.49,82.28,1010.24,9.45,1.51,95.88,134,Pre-Monsoon,Cloudy
Idukki,27.59,84.45,1009.53,19.38,0.3,70.55,26,Post-Monsoon,Cloudy
Thrissur,26.3,82.59,1001.98,11.84,5.63,49.64,89,Post-Monsoon,Cloudy
Kannur,23.94,80.86,1011.32,11.13,0.14,58.49,329,NorthEast Monsoon,Cloudy
Idukki,27.63,82.01,1010.88,4.34,3.21,56.83,97,Pre-Monsoon,Cloudy
Kasaragod,28.54,81.12,1005.49,8.56,4.83,52.1,278,NorthEast Monsoon,Cloudy
Kollam,30.66,70.2,1015.13,8.96,1.0,62.36,17,Post-Monsoon,Cloudy
Thiruvananthapuram,25.5,97.67,1010.3,14.84,1.74,18.43,135,Pre-Monsoon,Cloudy
Thrissur,31.0,86.81,1005.23,10.21,21.65,51.16,134,Pre-Monsoon,Rainy
Thrissur,27.22,83.15,1013.94,7.68,1.15,64.07,335,Post-Monsoon,Cloudy
Palakkad,27.46,80.15,1000.33,11.32,0.12,66.54,133,Pre-Monsoon,Cloudy
Idukki,32.75,80.65,1001.8,15.79,0.95,51.5,59,Post-Monsoon,Cloudy
Wayanad,21.57,84.33,1003.08,16.26,0.85,69.84,197,SouthWest Monsoon,Cloudy
Thiruvananthapuram,25.32,93.22,1011.29,11.29,2.35,65.31,232,SouthWest Monsoon,Rainy
Kasaragod,29.14,76.5,1013.17,7.51,8.23,100.0,351,Post-Monsoon,Cloudy
Palakkad,28.99,84.17,1005.8,7.15,3.48,80.44,130,Pre-Monsoon,Cloudy
Wayanad,23.89,69.06,1011.94,9.43,7.47,68.73,264,SouthWest Monsoon,Cloudy
Kannur,27.52,88.5,1016.91,8.98,13.31,63.92,77,Post-Monsoon,Rainy
Kasaragod,31.87,84.74,1007.1,8.71,0.27,32.77,264,SouthWest Monsoon,Cloudy
Pathanamthitta,25.51,81.18,1003.05,13.02,2.24,67.11,53,Post-Monsoon,Cloudy
Kozhikode,32.24,64.7,1021.74,12.94,3.71,75.65,315,NorthEast Monsoon,Cloudy
Idukki,26.85,77.42,1011.12,10.11,3.44,51.53,331,Post-Monsoon,Cloudy
Malappuram,23.38,74.49,1004.01,6.54,8.56,47.28,25,Post-Monsoon,Cloudy
Kannur,31.46,74.69,1007.44,14.43,2.08,61.8,338,Post-Monsoon,Cloudy
Malappuram,29.75,67.15,997.44,14.61,0.1,33.2,162,SouthWest Monsoon,Sunny
Kozhikode,24.6,79.07,1004.69,6.79,3.31,37.88,180,SouthWest Monsoon,Cloudy
Wayanad,27.37,96.57,1010.68,17.26,3.7,45.71,335,Post-Monsoon,Cloudy
Kasaragod,34.17,87.67,1011.39,13.06,5.39,0.0,320,NorthEast Monsoon,Cloudy
Palakkad,30.98,82.42,1001.37,9.34,5.12,76.43,342,Post-Monsoon,Cloudy
Kozhikode,32.35,86.4,1012.21,9.01,18.75,42.38,105,Pre-Monsoon,Rainy
Kannur,25.59,99.54,1008.0,10.72,8.38,48.29,226,SouthWest Monsoon,Cloudy
Pathanamthitta,32.68,73.99,1011.72,13.66,5.1,43.66,81,Post-Monsoon,Cloudy
Kottayam,24.73,75.75,1017.14,18.38,13.55,29.0,365,Post-Monsoon,Rainy
Kannur,24.82,78.1,1013.9,10.01,0.2,64.62,240,SouthWest Monsoon,Cloudy
Kasaragod,31.51,70.67,1009.95,10.35,4.08,35.44,67,Post-Monsoon,Cloudy
Kottayam,25.01,84.57,1008.22,15.57,2.26,29.71,267,SouthWest Monsoon,Cloudy
Malappuram,33.55,79.54,1005.41,13.38,16.1,72.87,210,SouthWest Monsoon,Rainy
Ernakulam,25.24,86.99,1003.3,13.33,1.53,56.32,63,Post-Monsoon,Cloudy
Alappuzha,26.08,88.66,1005.73,15.45,1.33,26.9,28,Post-Monsoon,Cloudy
Kozhikode,32.46,92.56,1013.86,12.81,0.16,38.3,64,Post-Monsoon,Cloudy
Alappuzha,27.14,87.78,1008.7,13.44,0.89,54.71,189,SouthWest Monsoon,Cloudy
Ernakulam,31.39,78.99,1001.49,6.45,2.05,54.71,335,Post-Monsoon,Cloudy
Palakkad,25.66,77.92,1006.96,8.76,2.26,72.86,250,SouthWest Monsoon,Cloudy
Kozhikode,28.17,74.08,1016.02,10.95,0.24,36.98,14,Post-Monsoon,Sunny
Alappuzha,31.22,82.37,1008.28,4.37,9.49,68.7,285,NorthEast Monsoon,Cloudy
Alappuzha,26.46,84.86,1002.77,7.42,1.62,37.51,290,NorthEast Monsoon,Cloudy
Idukki,32.07,70.08,1011.56,12.59,5.22,51.62,254,SouthWest Monsoon,Cloudy
Idukki,27.92,91.26,1010.83,4.6,10.12,65.43,284,NorthEast Monsoon,Rainy
Ernakulam,29.36,82.21,1006.63,15.97,9.83,82.37,76,Post-Monsoon,Cloudy
Thiruvananthapuram,25.99,78.98,1011.61,7.83,2.47,39.33,13,Post-Monsoon,Cloudy
Kannur,26.69,73.88,1011.44,10.61,2.56,57.76,358,Post-Monsoon,Cloudy
Kozhikode,26.47,93.24,1010.27,9.48,3.84,66.94,38,Post-Monsoon,Rainy
Kasaragod,27.17,86.07,1016.6,10.58,0.98,49.89,53,Post-Monsoon,Cloudy
Pathanamthitta,33.64,88.9,1011.31,8.36,4.29,26.41,185,SouthWest Monsoon,Cloudy
Palakkad,32.36,81.13,1009.66,15.09,25.7,52.18,258,SouthWest Monsoon,Rainy
Idukki,30.36,94.93,1010.66,11.69,4.03,62.44,267,SouthWest Monsoon,Cloudy
Idukki,27.02,88.59,1011.1,4.43,4.79,50.76,4,Post-Monsoon,Cloudy
Kottayam,26.47,92.58,1012.07,13.68,0.2,35.52,2,Post-Monsoon,Cloudy
Kozhikode,26.09,91.31,1009.69,9.55,2.3,74.54,90,Pre-Monsoon,Rainy
Pathanamthitta,28.09,77.02,1017.41,14.33,1.8,41.76,218,SouthWest Monsoon,Cloudy
Kozhikode,29.84,83.65,1004.94,11.95,3.13,52.34,277,NorthEast Monsoon,Cloudy
Kottayam,30.84,92.67,1014.17,9.87,4.47,59.3,158,SouthWest Monsoon,Cloudy
Kasaragod,29.04,85.91,1007.45,7.65,0.75,54.44,338,Post-Monsoon,Cloudy
Thiruvananthapuram,30.7,74.1,1010.14,6.31,0.66,61.88,204,SouthWest Monsoon,Cloudy
Pathanamthitta,31.81,82.71,1015.72,8.11,2.33,64.2,195,SouthWest Monsoon,Cloudy
Alappuzha,27.88,88.53,1013.12,7.43,9.3,63.59,19,Post-Monsoon,Cloudy
Kottayam,32.3,70.33,1010.43,2.85,0.51,38.74,122,Pre-Monsoon,Sunny
Malappuram,26.05,74.25,1009.54,8.61,2.41,60.24,298,NorthEast Monsoon,Cloudy
Palakkad,30.76,70.63,1004.26,10.05,4.27,7.22,199,SouthWest Monsoon,Cloudy
Alappuzha,29.1,85.8,1016.71,12.63,0.88,40.19,15,Post-Monsoon,Cloudy
Pathanamthitta,29.53,94.48,1010.6,12.34,0.95,77.43,43,Post-Monsoon,Rainy
Malappuram,27.9,65.77,1012.5,6.89,4.41,44.69,104,Pre-Monsoon,Cloudy
Thiruvananthapuram,32.74,83.67,1016.8,15.73,4.08,60.12,44,Post-Monsoon,Cloudy
Kannur,27.19,76.91,1008.47,12.46,7.0,17.97,250,SouthWest Monsoon,Cloudy
Malappuram,33.16,95.67,1004.4,9.65,1.53,53.11,217,SouthWest Monsoon,Cloudy
Idukki,33.18,83.74,1006.53,13.77,4.14,38.25,92,Pre-Monsoon,Cloudy
Ernakulam,30.35,88.84,1004.29,9.68,11.0,51.62,65,Post-Monsoon,Rainy
Malappuram,28.06,93.14,1018.54,16.83,2.8,43.08,247,SouthWest Monsoon,Cloudy
Thrissur,26.49,83.41,1007.69,15.35,2.32,23.27,245,SouthWest Monsoon,Cloudy
Wayanad,23.02,67.58,1000.57,7.46,8.74,24.05,355,Post-Monsoon,Cloudy
Thiruvananthapuram,30.62,81.05,1002.97,13.61,7.59,73.79,179,SouthWest Monsoon,Cloudy
Wayanad,25.67,83.68,1020.4,6.45,1.94,72.2,231,SouthWest Monsoon,Cloudy
Alappuzha,26.09,72.61,1011.41,10.26,1.55,37.02,275,NorthEast Monsoon,Sunny
Kozhikode,30.65,66.9,1014.47,13.12,5.04,51.51,155,SouthWest Monsoon,Cloudy
Kottayam,27.71,70.94,1003.58,10.52,1.54,56.96,74,Post-Monsoon,Cloudy
Kollam,29.65,92.65,1015.37,10.38,2.8,81.25,99,Pre-Monsoon,Rainy
Thiruvananthapuram,30.38,72.66,1003.62,15.02,3.38,72.14,166,SouthWest Monsoon,Cloudy
Thrissur,33.81,100.0,1008.78,15.75,8.67,44.69,121,Pre-Monsoon,Cloudy
Idukki,29.6,93.45,1011.47,13.02,14.18,52.21,48,Post-Monsoon,Rainy
Kottayam,27.35,89.33,1010.1,5.07,3.83,52.11,136,Pre-Monsoon,Cloudy
Kannur,28.77,69.63,1010.97,5.64,4.53,100.0,58,Post-Monsoon,Cloudy
Palakkad,27.27,93.25,1006.08,8.27,2.37,15.76,75,Post-Monsoon,Cloudy
Kannur,34.64,77.97,1008.91,11.83,2.56,67.18,203,SouthWest Monsoon,Cloudy
Kozhikode,30.12,67.35,1004.59,12.02,6.03,58.02,295,NorthEast Monsoon,Cloudy
Kannur,30.75,84.06,1016.99,4.24,17.98,72.82,78,Post-Monsoon,Rainy
Kozhikode,33.06,85.62,1009.41,6.02,0.3,28.52,285,NorthEast Monsoon,Cloudy
Kollam,26.46,75.61,1004.74,8.89,7.36,59.12,200,SouthWest Monsoon,Cloudy
Malappuram,24.72,77.19,1018.85,9.92,2.37,74.45,245,SouthWest Monsoon,Cloudy
Wayanad,28.93,80.57,1007.63,11.41,2.66,52.36,243,SouthWest Monsoon,Cloudy
Thrissur,24.73,80.36,1013.79,12.77,1.96,58.46,210,SouthWest Monsoon,Cloudy
Kozhikode,27.77,87.99,1007.44,13.88,3.89,57.58,80,Post-Monsoon,Cloudy
Kasaragod,22.46,79.8,1010.4,7.64,4.41,35.55,359,Post-Monsoon,Cloudy
Malappuram,24.94,95.16,1013.4,9.02,5.47,58.11,12,Post-Monsoon,Cloudy
Kannur,32.67,84.53,1008.93,7.88,4.71,68.85,123,Pre-Monsoon,Cloudy
Palakkad,30.21,68.72,1012.62,10.77,7.45,75.79,351,Post-Monsoon,Cloudy
Thiruvananthapuram,34.39,91.24,1015.74,7.38,4.88,74.57,180,SouthWest Monsoon,Rainy
Ernakulam,28.91,75.27,1005.31,8.62,19.67,80.16,286,NorthEast Monsoon,Rainy
Thrissur,28.79,91.13,1001.46,16.73,1.93,43.34,146,Pre-Monsoon,Cloudy
Pathanamthitta,29.65,84.73,1007.88,12.79,5.0,96.71,112,Pre-Monsoon,Cloudy
Kasaragod,38.0,75.46,1014.48,12.26,0.59,98.36,286,NorthEast Monsoon,Cloudy
Alappuzha,32.16,78.66,1007.43,9.73,2.45,35.26,364,Post-Monsoon,Cloudy
Kannur,26.48,85.65,1015.83,14.27,0.66,52.64,158,SouthWest Monsoon,Cloudy
Pathanamthitta,30.22,84.17,1012.94,11.01,4.25,53.09,290,NorthEast Monsoon,Cloudy
Ernakulam,29.46,89.64,1013.27,12.17,11.16,51.99,314,NorthEast Monsoon,Rainy
Palakkad,31.16,85.46,1009.35,15.85,5.77,45.85,111,Pre-Monsoon,Cloudy
Pathanamthitta,34.62,82.0,1006.81,8.68,24.26,64.14,204,SouthWest Monsoon,Rainy
Kannur,30.76,82.83,1008.99,5.29,8.73,28.68,304,NorthEast Monsoon,Cloudy
Idukki,27.89,80.49,1010.08,13.17,10.69,66.66,16,Post-Monsoon,Rainy
Thrissur,34.59,86.22,1009.95,8.15,6.48,52.21,187,SouthWest Monsoon,Cloudy
Idukki,25.08,85.36,1010.49,11.8,1.31,71.29,178,SouthWest Monsoon,Rainy
Kollam,28.19,84.05,1008.43,11.15,2.55,82.32,25,Post-Monsoon,Cloudy
Kannur,31.7,100.0,1008.06,15.01,5.89,32.22,152,SouthWest Monsoon,Cloudy
Ernakulam,26.63,85.04,1015.58,7.8,4.56,51.62,107,Pre-Monsoon,Cloudy
Kollam,28.84,91.84,1005.36,11.99,4.0,67.01,83,Post-Monsoon,Rainy
Kollam,26.9,76.79,1009.02,11.53,1.25,35.91,223,SouthWest Monsoon,Cloudy
Kollam,28.88,82.08,1017.65,14.24,14.67,50.58,169,SouthWest Monsoon,Rainy
Kozhikode,26.9,64.88,1009.31,5.1,0.25,67.74,221,SouthWest Monsoon,Cloudy
Thiruvananthapuram,29.24,82.71,1014.38,13.69,15.03,99.89,222,SouthWest Monsoon,Rainy
Kasaragod,28.01,77.1,1007.32,17.15,1.38,66.65,24,Post-Monsoon,Cloudy
Kozhikode,32.98,76.34,1004.93,9.65,3.47,75.27,294,NorthEast Monsoon,Cloudy
Thiruvananthapuram,30.16,83.72,1018.98,11.94,3.31,56.28,53,Post-Monsoon,Cloudy
Kasaragod,31.21,78.78,1004.97,7.12,0.28,39.47,4,Post-Monsoon,Cloudy
Ernakulam,29.43,69.65,1010.06,9.39,8.73,20.14,195,SouthWest Monsoon,Cloudy
Kannur,27.7,80.37,1017.74,16.47,0.43,75.75,241,SouthWest Monsoon,Cloudy
Kasaragod,30.0,100.0,1004.27,16.59,0.6,54.12,307,NorthEast Monsoon,Cloudy
Kasaragod,29.61,85.37,1013.25,12.81,1.08,48.07,315,NorthEast Monsoon,Cloudy
Kasaragod,21.74,84.23,1012.64,8.94,4.19,40.93,185,SouthWest Monsoon,Cloudy
Wayanad,29.1,72.95,1010.05,9.48,3.55,49.77,155,SouthWest Monsoon,Cloudy
Kottayam,31.02,72.07,1018.94,5.05,8.09,86.26,36,Post-Monsoon,Cloudy
Kozhikode,26.85,74.51,1011.35,4.79,3.92,79.84,244,SouthWest Monsoon,Cloudy
Pathanamthitta,31.6,84.24,1010.6,11.56,3.64,54.71,267,SouthWest Monsoon,Cloudy
Thiruvananthapuram,30.07,72.23,1005.81,9.27,1.1,86.53,48,Post-Monsoon,Cloudy
Kozhikode,27.81,93.43,1009.71,15.25,1.69,48.43,331,Post-Monsoon,Cloudy
Malappuram,30.63,72.71,1013.06,0.04,3.19,77.91,138,Pre-Monsoon,Cloudy
Idukki,27.89,88.46,1014.26,12.47,8.96,78.78,353,Post-Monsoon,Rainy
Kozhikode,29.83,84.14,1013.6,14.86,2.82,45.25,118,Pre-Monsoon,Cloudy
Thiruvananthapuram,28.22,94.03,1001.72,11.64,2.28,9.57,214,SouthWest Monsoon,Cloudy
Palakkad,30.65,73.25,1009.81,4.99,6.97,48.96,118,Pre-Monsoon,Cloudy
Kollam,33.04,100.0,1006.05,5.78,6.68,68.18,48,Post-Monsoon,Rainy
Thiruvananthapuram,27.69,83.52,1002.7,7.17,8.71,66.97,136,Pre-Monsoon,Cloudy
Wayanad,31.71,91.58,1007.04,7.27,8.56,22.44,56,Post-Monsoon,Cloudy
Ernakulam,28.1,85.14,1007.84,8.18,2.24,65.18,217,SouthWest Monsoon,Rainy
Idukki,28.13,73.5,1005.22,6.9,1.47,34.29,88,Post-Monsoon,Sunny
Idukki,27.81,75.85,1010.12,9.21,10.77,78.66,173,SouthWest Monsoon,Rainy
Kasaragod,23.94,82.2,1013.69,9.99,6.07,56.14,357,Post-Monsoon,Cloudy
Kottayam,30.5,75.82,1012.44,12.27,0.11,85.59,18,Post-Monsoon,Cloudy
Kozhikode,29.85,83.19,1007.82,8.36,2.17,56.75,345,Post-Monsoon,Cloudy
Alappuzha,29.49,89.06,1014.16,3.4,4.32,59.16,292,NorthEast Monsoon,Cloudy
Kozhikode,33.66,92.25,1006.83,11.69,12.32,29.89,89,Post-Monsoon,Rainy
Alappuzha,33.99,95.36,1017.89,4.93,1.34,63.26,140,Pre-Monsoon,Cloudy
Pathanamthitta,32.92,81.64,1011.03,9.32,1.26,85.11,198,SouthWest Monsoon,Cloudy
Malappuram,28.29,78.61,1014.33,6.95,6.12,98.86,179,SouthWest Monsoon,Cloudy
Thrissur,28.14,68.14,1007.68,10.7,5.04,78.78,117,Pre-Monsoon,Cloudy
Ernakulam,25.95,63.13,1008.81,7.87,4.39,53.77,129,Pre-Monsoon,Cloudy
Palakkad,29.19,81.22,1010.5,19.5,2.73,38.17,88,Post-Monsoon,Cloudy
Thiruvananthapuram,29.02,92.02,1009.41,12.58,10.56,47.5,302,NorthEast Monsoon,Rainy
Ernakulam,30.62,82.97,1008.06,8.16,2.43,67.13,23,Post-Monsoon,Cloudy
Malappuram,25.79,85.34,1003.4,4.42,3.64,32.74,220,SouthWest Monsoon,Cloudy
Alappuzha,27.88,73.83,1007.0,13.18,0.21,74.01,103,Pre-Monsoon,Cloudy
Ernakulam,23.92,78.42,1004.47,6.66,0.57,69.37,132,Pre-Monsoon,Cloudy
Kannur,26.85,91.36,1001.46,1.65,17.3,30.47,131,Pre-Monsoon,Rainy
Wayanad,31.68,85.54,1010.98,7.73,0.45,70.05,38,Post-Monsoon,Rainy
Thiruvananthapuram,25.7,78.28,1006.17,8.61,5.22,74.87,313,NorthEast Monsoon,Cloudy
Kottayam,34.23,87.35,1016.14,9.75,0.07,86.0,5,Post-Monsoon,Rainy
Pathanamthitta,32.03,82.98,1006.42,17.49,15.85,58.16,72,Post-Monsoon,Rainy
Kottayam,30.5,90.68,1005.64,11.06,3.34,46.17,220,SouthWest Monsoon,Cloudy
Alappuzha,33.0,85.89,1015.15,10.7,7.12,43.84,225,SouthWest Monsoon,Cloudy
Kollam,28.64,79.38,1012.89,11.31,1.4,60.89,173,SouthWest Monsoon,Cloudy
Kozhikode,26.79,80.22,1014.92,9.09,8.25,22.84,151,SouthWest Monsoon,Cloudy
Alappuzha,28.71,71.03,1008.72,9.89,3.23,70.0,6,Post-Monsoon,Cloudy
Pathanamthitta,23.84,69.05,1001.87,10.25,9.92,64.39,276,NorthEast Monsoon,Cloudy
Kannur,32.57,78.46,1013.09,8.21,0.66,31.62,146,Pre-Monsoon,Cloudy
Thiruvananthapuram,27.95,92.83,1014.51,12.79,3.65,81.31,144,Pre-Monsoon,Rainy
Wayanad,26.73,85.42,1008.54,10.29,1.86,70.55,209,SouthWest Monsoon,Rainy
Malappuram,27.08,79.67,1018.0,11.84,0.62,49.11,174,SouthWest Monsoon,Cloudy
Thrissur,29.05,87.28,1012.7,6.28,1.81,21.58,219,SouthWest Monsoon,Cloudy
Kottayam,29.36,90.93,1010.07,10.44,1.14,82.34,21,Post-Monsoon,Rainy
Alappuzha,28.56,77.12,1013.0,14.91,2.53,13.86,156,SouthWest Monsoon,Cloudy
Malappuram,28.55,77.16,1005.61,10.57,5.66,59.14,130,Pre-Monsoon,Cloudy
Wayanad,30.65,100.0,1010.6,17.5,0.16,70.72,191,SouthWest Monsoon,Rainy
Kottayam,25.7,74.86,1003.33,14.01,15.49,80.85,157,SouthWest Monsoon,Rainy
Alappuzha,29.68,77.58,1010.86,11.18,4.14,67.55,148,Pre-Monsoon,Cloudy
Pathanamthitta,28.05,79.14,1010.9,10.63,21.39,51.53,126,Pre-Monsoon,Rainy
Kottayam,23.01,74.01,1011.05,7.76,17.46,100.0,5,Post-Monsoon,Rainy
Alappuzha,25.75,66.59,1009.23,17.25,4.14,76.77,49,Post-Monsoon,Cloudy
Thiruvananthapuram,26.62,82.73,1005.19,15.35,0.12,59.31,139,Pre-Monsoon,Cloudy
Wayanad,34.01,76.97,1020.18,12.44,7.46,38.28,4,Post-Monsoon,Cloudy
Pathanamthitta,30.36,85.55,1005.23,6.1,14.35,96.26,150,SouthWest Monsoon,Rainy
Malappuram,29.81,75.32,1004.3,10.53,11.0,41.43,285,NorthEast Monsoon,Rainy
Malappuram,27.54,92.07,1009.52,14.93,6.32,40.98,61,Post-Monsoon,Cloudy
Thrissur,27.46,81.58,1009.36,17.84,0.23,64.57,174,SouthWest Monsoon,Cloudy
Ernakulam,25.45,75.28,1011.0,21.45,1.92,35.91,145,Pre-Monsoon,Cloudy
Kollam,28.02,76.54,1013.65,10.06,3.93,92.08,299,NorthEast Monsoon,Cloudy
Thiruvananthapuram,33.13,79.98,1005.14,14.35,17.06,33.49,76,Post-Monsoon,Rainy
Pathanamthitta,25.05,92.95,1016.57,7.68,2.1,75.96,90,Pre-Monsoon,Rainy
Kottayam,27.24,77.34,1008.35,8.37,15.08,35.69,35,Post-Monsoon,Rainy
Malappuram,31.78,69.12,1002.19,3.85,3.28,51.2,72,Post-Monsoon,Cloudy
Kozhikode,31.77,95.93,1012.25,12.02,0.24,100.0,207,SouthWest Monsoon,Rainy
Wayanad,26.84,67.57,1009.19,16.91,0.47,90.24,348,Post-Monsoon,Cloudy
Thiruvananthapuram,32.49,100.0,1010.76,9.95,1.09,35.64,148,Pre-Monsoon,Cloudy
Pathanamthitta,27.7,67.27,1014.32,5.6,10.11,44.23,302,NorthEast Monsoon,Rainy
Pathanamthitta,25.55,78.86,1016.35,9.34,2.8,79.48,204,SouthWest Monsoon,Cloudy
Kottayam,33.49,78.5,1005.53,10.38,8.54,48.92,68,Post-Monsoon,Cloudy
Pathanamthitta,29.28,89.01,998.42,10.15,3.0,19.11,218,SouthWest Monsoon,Cloudy
Kannur,28.5,87.59,1008.21,14.74,4.19,73.24,321,NorthEast Monsoon,Rainy
Palakkad,29.52,97.58,1007.05,20.26,5.0,53.25,243,SouthWest Monsoon,Cloudy
Thiruvananthapuram,26.09,69.85,1008.82,14.53,3.63,73.22,129,Pre-Monsoon,Cloudy
Alappuzha,27.31,68.19,1002.18,7.45,3.81,84.07,154,SouthWest Monsoon,Cloudy
Kannur,33.31,90.4,1007.98,4.52,3.53,81.33,296,NorthEast Monsoon,Rainy
Kannur,34.58,100.0,1006.16,5.94,2.66,77.59,218,SouthWest Monsoon,Rainy
Malappuram,25.66,91.77,1004.85,16.52,11.32,60.58,7,Post-Monsoon,Rainy
Malappuram,27.83,87.89,1001.46,8.1,1.37,69.13,16,Post-Monsoon,Rainy
Alappuzha,29.01,91.5,1007.78,7.95,18.0,61.82,247,SouthWest Monsoon,Rainy
Thiruvananthapuram,29.6,71.22,1015.77,16.49,7.49,60.55,194,SouthWest Monsoon,Cloudy
Kasaragod,26.15,80.14,1008.17,3.05,4.03,54.57,111,Pre-Monsoon,Cloudy
Kollam,30.95,82.26,1000.56,8.73,1.4,47.09,274,NorthEast Monsoon,Cloudy
Kozhikode,31.18,81.17,1018.1,10.99,1.22,63.83,197,SouthWest Monsoon,Cloudy
Thiruvananthapuram,31.55,86.24,1001.1,18.41,6.35,73.9,22,Post-Monsoon,Rainy
Idukki,31.26,81.8,1009.44,15.85,0.36,32.31,30,Post-Monsoon,Cloudy
Pathanamthitta,29.24,78.44,1006.83,13.14,2.87,33.72,204,SouthWest Monsoon,Cloudy
Ernakulam,31.97,72.79,1006.81,14.51,1.5,58.33,160,SouthWest Monsoon,Cloudy
Kottayam,30.63,80.85,1007.17,8.65,0.45,59.42,46,Post-Monsoon,Cloudy
Palakkad,24.55,71.63,1012.75,10.54,17.13,43.99,225,SouthWest Monsoon,Rainy
Ernakulam,24.57,81.25,1009.47,6.36,2.02,97.84,282,NorthEast Monsoon,Cloudy
Alappuzha,29.93,84.6,1014.3,8.98,1.57,68.35,39,Post-Monsoon,Cloudy
Kottayam,32.86,76.72,1021.58,9.07,0.32,22.48,278,NorthEast Monsoon,Cloudy
Kottayam,30.34,87.98,1013.49,12.89,10.33,47.02,159,SouthWest Monsoon,Rainy
Kozhikode,30.76,90.24,1013.2,8.52,0.29,54.57,140,Pre-Monsoon,Cloudy
Kottayam,25.82,77.99,1008.43,13.05,0.12,80.27,120,Pre-Monsoon,Cloudy
Malappuram,29.2,78.95,1014.19,14.31,1.75,54.32,272,NorthEast Monsoon,Cloudy
Palakkad,32.43,87.87,1011.14,14.32,2.8,38.9,84,Post-Monsoon,Cloudy
Malappuram,30.34,73.93,1007.15,9.36,4.58,55.05,301,NorthEast Monsoon,Cloudy
Pathanamthitta,29.31,73.14,1010.05,5.58,4.22,76.58,112,Pre-Monsoon,Cloudy
Idukki,30.78,79.18,1007.65,11.32,2.08,69.07,164,SouthWest Monsoon,Cloudy
Thrissur,29.68,81.86,1013.5,17.85,5.67,65.18,238,SouthWest Monsoon,Cloudy
Kozhikode,32.52,77.61,1002.84,9.97,2.73,57.62,236,SouthWest Monsoon,Cloudy
Palakkad,29.68,86.58,1009.63,12.15,4.43,45.94,102,Pre-Monsoon,Cloudy
Kannur,28.91,71.11,1013.99,10.25,9.88,50.54,63,Post-Monsoon,Cloudy
Ernakulam,25.86,85.6,1015.87,10.27,13.22,20.58,286,NorthEast Monsoon,Rainy
Wayanad,32.64,77.69,1008.66,16.3,9.21,76.2,158,SouthWest Monsoon,Cloudy
Pathanamthitta,26.18,94.71,1013.72,10.93,5.17,59.45,260,SouthWest Monsoon,Cloudy
Thiruvananthapuram,29.71,89.3,1015.58,7.62,0.03,50.14,80,Post-Monsoon,Cloudy
Alappuzha,31.4,83.01,1009.2,11.57,1.72,53.01,136,Pre-Monsoon,Cloudy
Kannur,34.37,81.67,1016.98,13.64,0.7,64.5,91,Pre-Monsoon,Cloudy
Idukki,29.68,77.88,1008.18,13.76,6.5,11.13,335,Post-Monsoon,Cloudy
Pathanamthitta,33.17,60.67,1003.43,5.38,1.05,47.62,167,SouthWest Monsoon,Cloudy
Kasaragod,29.08,82.89,1006.24,9.07,1.57,72.01,14,Post-Monsoon,Cloudy
Thiruvananthapuram,27.32,91.09,1009.31,16.5,2.31,15.33,58,Post-Monsoon,Cloudy
Idukki,37.3,74.45,1013.91,8.72,2.41,49.08,226,SouthWest Monsoon,Cloudy
Kasaragod,25.35,75.41,1003.08,8.78,0.99,49.56,208,SouthWest Monsoon,Cloudy
Thiruvananthapuram,37.76,82.83,1010.11,13.54,6.12,73.16,106,Pre-Monsoon,Cloudy
Palakkad,33.89,71.87,1017.56,5.68,2.21,40.45,201,SouthWest Monsoon,Cloudy
Kozhikode,27.28,76.15,1008.28,7.69,4.2,17.57,172,SouthWest Monsoon,Cloudy
Kasaragod,30.95,78.47,1012.31,4.79,0.71,38.71,275,NorthEast Monsoon,Cloudy
Wayanad,24.81,82.99,1010.11,7.34,0.05,42.96,56,Post-Monsoon,Cloudy
Thiruvananthapuram,30.78,98.49,1010.1,12.01,4.66,84.73,49,Post-Monsoon,Rainy
Kannur,29.97,81.62,1004.89,1.9,6.69,88.87,120,Pre-Monsoon,Cloudy
Idukki,31.6,85.05,1004.12,16.39,5.22,53.08,54,Post-Monsoon,Cloudy
Thiruvananthapuram,27.79,81.4,1010.54,11.8,0.08,95.69,207,SouthWest Monsoon,Cloudy
Wayanad,29.48,84.4,1012.72,8.03,2.07,53.79,140,Pre-Monsoon,Cloudy
Ernakulam,30.43,83.21,1012.54,4.22,12.07,79.4,39,Post-Monsoon,Rainy
Pathanamthitta,27.53,89.74,1013.34,9.03,5.88,100.0,212,SouthWest Monsoon,Rainy
Idukki,33.22,95.49,1012.42,13.89,7.65,81.04,125,Pre-Monsoon,Rainy
Ernakulam,29.39,80.81,1009.08,13.01,0.09,74.67,180,SouthWest Monsoon,Cloudy
